828	3	1551
1255	2	1537
344	6	1511
232	3	1552
556	3	1553
219	0	1597
1418	2	1531
397	7	1547
30	7	1548
782	3	1551
198	0	1596
702	7	1548
662	6	1509
1245	3	1554
733	5	1603
484	3	1554
885	6	1507
37	7	1548
1164	6	1508
1458	1	1500
695	1	1503
22	2	1541
872	4	1557
1353	4	1557
305	6	1511
1113	1	1500
394	2	1541
1489	5	1605
778	6	1507
241	7	1549
999	0	1582
299	0	1587
1480	3	1551
642	5	1605
339	0	1570
143	3	1554
1034	2	1522
492	3	1552
783	0	1591
751	4	1557
550	4	1557
1464	0	1580
1155	4	1558
1167	4	1560
1476	0	1582
1431	3	1552
1331	7	1547
205	6	1509
990	7	1548
658	1	1504
134	2	1533
712	4	1558
1256	1	1500
1100	4	1557
772	5	1604
1257	7	1548
1295	1	1500
493	4	1557
1199	7	1547
192	5	1605
313	1	1504
1295	4	1556
1488	6	1509
266	7	1548
267	3	1551
1204	0	1591
290	3	1554
1445	6	1507
264	7	1549
931	1	1500
672	5	1606
1336	1	1500
115	5	1603
874	3	1553
345	4	1557
935	6	1508
873	5	1605
268	2	1531
529	0	1595
1362	7	1547
268	3	1554
424	1	1504
376	0	1582
168	5	1605
877	7	1549
391	5	1605
1020	6	1509
947	5	1605
366	6	1509
304	4	1558
250	2	1532
1158	0	1565
517	5	1603
251	5	1605
1495	2	1513
767	7	1548
603	7	1548
1208	1	1500
565	6	1507
1446	1	1503
270	2	1534
761	4	1558
1292	7	1548
519	4	1555
890	6	1507
609	2	1540
1369	0	1597
137	4	1555
319	4	1557
591	3	1551
1111	0	1582
941	5	1605
1234	5	1605
1467	3	1553
270	6	1507
1281	1	1500
187	2	1531
522	7	1548
1326	3	1554
667	5	1606
154	0	1594
17	5	1605
1034	7	1548
106	5	1603
1044	0	1594
1498	1	1500
1267	7	1547
297	1	1504
299	3	1552
1261	2	1523
1048	6	1511
757	1	1500
1330	6	1509
1103	2	1514
143	1	1500
347	4	1561
364	5	1604
374	0	1590
784	4	1558
799	1	1502
258	3	1554
1321	1	1503
314	2	1513
109	0	1582
34	6	1507
707	2	1525
190	6	1507
1080	2	1535
120	4	1558
697	6	1508
1169	4	1555
857	0	1582
778	4	1560
1089	1	1504
238	5	1603
871	2	1527
1497	2	1527
734	1	1500
1195	2	1523
1288	3	1551
408	3	1553
539	7	1549
1243	5	1603
455	6	1511
213	4	1557
1401	7	1548
200	5	1603
871	1	1500
335	1	1500
1350	1	1500
570	7	1548
183	7	1548
705	6	1508
1289	7	1547
604	6	1510
260	0	1597
529	3	1551
390	0	1582
940	3	1554
923	1	1500
1458	7	1548
1220	7	1548
105	7	1548
1237	2	1522
1228	7	1548
312	5	1603
1103	4	1561
108	3	1550
49	0	1582
329	1	1504
1211	2	1523
781	2	1541
969	5	1605
473	4	1557
585	1	1504
1058	6	1507
41	3	1551
1123	0	1596
934	6	1508
915	2	1527
1478	0	1597
1420	2	1534
1424	2	1540
1022	7	1548
773	0	1582
228	0	1565
840	3	1552
1499	1	1502
1106	4	1557
1092	3	1551
728	5	1603
444	0	1587
46	5	1605
46	1	1504
382	4	1558
854	6	1507
822	0	1590
472	5	1604
1346	0	1582
865	6	1508
826	7	1548
1078	0	1582
1197	4	1558
322	7	1549
260	7	1549
1445	7	1548
661	0	1582
724	6	1507
1433	5	1603
256	0	1597
1133	4	1557
670	5	1603
273	2	1532
1003	6	1508
631	0	1582
1390	6	1509
